model,prompt_id,score
codellama,gsm8k-998,1
codellama,gsm8k-999,0
codellama,gsm8k-1000,0
codellama,gsm8k-1001,0
codellama,gsm8k-1002,0
codellama,gsm8k-1003,0
codellama,gsm8k-1004,0
codellama,gsm8k-1005,0
codellama,gsm8k-1006,0
codellama,gsm8k-1007,0
codellama,gsm8k-1008,0
codellama,gsm8k-1009,0
codellama,gsm8k-1010,1
codellama,gsm8k-1011,0
codellama,gsm8k-1012,0
codellama,gsm8k-1013,1
codellama,gsm8k-1014,0
codellama,gsm8k-1015,0
codellama,gsm8k-1016,0
codellama,gsm8k-1017,0
codellama,gsm8k-1018,0
codellama,gsm8k-1019,0
codellama,gsm8k-1020,1
codellama,gsm8k-1021,1
codellama,gsm8k-1022,0
codellama,gsm8k-1023,1
codellama,gsm8k-1024,1
codellama,gsm8k-1025,0
codellama,gsm8k-1026,0
codellama,gsm8k-1027,0
codellama,gsm8k-1028,0
codellama,gsm8k-1029,1
codellama,gsm8k-1030,0
codellama,gsm8k-1031,0
codellama,gsm8k-1032,1
codellama,gsm8k-1033,0
codellama,gsm8k-1034,1
codellama,gsm8k-1035,0
codellama,gsm8k-1036,0
codellama,gsm8k-1037,0
codellama,gsm8k-1038,0
codellama,gsm8k-1039,0
codellama,gsm8k-1040,0
codellama,gsm8k-1041,1
codellama,gsm8k-1042,0
codellama,gsm8k-1043,1
codellama,gsm8k-1044,0
codellama,gsm8k-1045,0
codellama,gsm8k-1046,0
codellama,gsm8k-1047,0
codellama,gsm8k-1048,0
codellama,gsm8k-1049,1
codellama,gsm8k-1050,1
codellama,gsm8k-1051,0
codellama,gsm8k-1052,0
codellama,gsm8k-1053,1
codellama,gsm8k-1054,1
codellama,gsm8k-1055,1
codellama,gsm8k-1056,0
codellama,gsm8k-1057,1
codellama,gsm8k-1058,1
codellama,gsm8k-1059,0
codellama,gsm8k-1060,1
codellama,gsm8k-1061,0
codellama,gsm8k-1062,0
codellama,gsm8k-1063,1
codellama,gsm8k-1064,0
codellama,gsm8k-1065,1
codellama,gsm8k-1066,1
codellama,gsm8k-1067,0
codellama,gsm8k-1068,0
codellama,gsm8k-1069,1
codellama,gsm8k-1070,0
codellama,gsm8k-1071,0
codellama,gsm8k-1072,1
codellama,gsm8k-1073,0
codellama,gsm8k-1074,1
codellama,gsm8k-1075,0
codellama,gsm8k-1076,1
codellama,gsm8k-1077,0
codellama,gsm8k-1078,1
codellama,gsm8k-1079,0
codellama,gsm8k-1080,0
codellama,gsm8k-1081,1
codellama,gsm8k-1082,1
codellama,gsm8k-1083,0
codellama,gsm8k-1084,1
codellama,gsm8k-1085,1
codellama,gsm8k-1086,0
codellama,gsm8k-1087,1
codellama,gsm8k-1088,0
codellama,gsm8k-1089,0
codellama,gsm8k-1090,1
codellama,gsm8k-1091,1
codellama,gsm8k-1092,0
codellama,gsm8k-1093,0
codellama,gsm8k-1094,0
codellama,gsm8k-1095,0
codellama,gsm8k-1096,0
codellama,gsm8k-1097,1
codellama,gsm8k-1098,1
codellama,gsm8k-1099,1
codellama,gsm8k-1100,0
codellama,gsm8k-1101,1
codellama,gsm8k-1102,0
codellama,gsm8k-1103,0
codellama,gsm8k-1104,0
codellama,gsm8k-1105,0
codellama,gsm8k-1106,1
codellama,gsm8k-1107,0
codellama,gsm8k-1108,1
codellama,gsm8k-1109,0
codellama,gsm8k-1110,0
codellama,gsm8k-1111,1
codellama,gsm8k-1112,1
codellama,gsm8k-1113,0
codellama,gsm8k-1114,0
codellama,gsm8k-1115,1
codellama,gsm8k-1116,1
codellama,gsm8k-1117,1
codellama,gsm8k-1118,0
codellama,gsm8k-1119,0
codellama,gsm8k-1120,0
codellama,gsm8k-1121,0
codellama,gsm8k-1122,0
codellama,gsm8k-1123,1
codellama,gsm8k-1124,0
codellama,gsm8k-1125,0
codellama,gsm8k-1126,0
codellama,gsm8k-1127,1
codellama,gsm8k-1128,0
codellama,gsm8k-1129,0
codellama,gsm8k-1130,0
codellama,gsm8k-1131,1
codellama,gsm8k-1132,0
codellama,gsm8k-1133,0
codellama,gsm8k-1134,1
codellama,gsm8k-1135,1
codellama,gsm8k-1136,0
codellama,gsm8k-1137,0
codellama,gsm8k-1138,0
codellama,gsm8k-1139,1
codellama,gsm8k-1140,0
codellama,gsm8k-1141,1
codellama,gsm8k-1142,0
codellama,gsm8k-1143,1
codellama,gsm8k-1144,0
codellama,gsm8k-1145,0
codellama,gsm8k-1146,0
codellama,gsm8k-1147,0
codellama,gsm8k-1148,1
codellama,gsm8k-1149,0
codellama,gsm8k-1150,1
codellama,gsm8k-1151,1
codellama,gsm8k-1152,0
codellama,gsm8k-1153,0
codellama,gsm8k-1154,1
codellama,gsm8k-1155,0
codellama,gsm8k-1156,0
codellama,gsm8k-1157,0
codellama,gsm8k-1158,0
codellama,gsm8k-1159,0
codellama,gsm8k-1160,1
codellama,gsm8k-1161,0
codellama,gsm8k-1162,0
codellama,gsm8k-1163,1
codellama,gsm8k-1164,1
codellama,gsm8k-1165,0
codellama,gsm8k-1166,0
codellama,gsm8k-1167,1
codellama,gsm8k-1168,0
codellama,gsm8k-1169,0
codellama,gsm8k-1170,0
codellama,gsm8k-1171,0
codellama,gsm8k-1172,0
codellama,gsm8k-1173,0
codellama,gsm8k-1174,0
codellama,gsm8k-1175,0
codellama,gsm8k-1176,0
codellama,gsm8k-1177,1
codellama,gsm8k-1178,1
codellama,gsm8k-1179,0
codellama,gsm8k-1180,0
codellama,gsm8k-1181,0
codellama,gsm8k-1182,0
codellama,gsm8k-1183,0
codellama,gsm8k-1184,1
codellama,gsm8k-1185,1
codellama,gsm8k-1186,1
codellama,gsm8k-1187,0
codellama,gsm8k-1188,0
codellama,gsm8k-1189,1
codellama,gsm8k-1190,0
codellama,gsm8k-1191,0
codellama,gsm8k-1192,1
codellama,gsm8k-1193,0
codellama,gsm8k-1194,1
codellama,gsm8k-1195,0
codellama,gsm8k-1196,1
codellama,gsm8k-1197,1
codellama,gsm8k-1198,0
codellama,gsm8k-1199,0
codellama,gsm8k-1200,1
codellama,gsm8k-1201,0
codellama,gsm8k-1202,0
codellama,gsm8k-1203,1
codellama,gsm8k-1204,0
codellama,gsm8k-1205,0
codellama,gsm8k-1206,1
codellama,gsm8k-1207,1
codellama,gsm8k-1208,0
codellama,gsm8k-1209,1
codellama,gsm8k-1210,1
codellama,gsm8k-1211,0
codellama,gsm8k-1212,0
codellama,gsm8k-1213,0
codellama,gsm8k-1214,1
codellama,gsm8k-1215,0
codellama,gsm8k-1216,0
codellama,gsm8k-1217,0
codellama,gsm8k-1218,1
codellama,gsm8k-1219,1
codellama,gsm8k-1220,1
codellama,gsm8k-1221,1
codellama,gsm8k-1222,1
codellama,gsm8k-1223,1
codellama,gsm8k-1224,1
codellama,gsm8k-1225,0
codellama,gsm8k-1226,0
codellama,gsm8k-1227,1
codellama,gsm8k-1228,1
codellama,gsm8k-1229,1
codellama,gsm8k-1230,0
codellama,gsm8k-1231,0
codellama,gsm8k-1232,0
codellama,gsm8k-1233,1
codellama,gsm8k-1234,0
codellama,gsm8k-1235,0
codellama,gsm8k-1236,0
codellama,gsm8k-1237,0
codellama,gsm8k-1238,0
codellama,gsm8k-1239,0
codellama,gsm8k-1240,0
codellama,gsm8k-1241,0
codellama,gsm8k-1242,0
codellama,gsm8k-1243,1
codellama,gsm8k-1244,0
codellama,gsm8k-1245,0
codellama,gsm8k-1246,0
codellama,gsm8k-1247,1
codellama,gsm8k-1248,0
codellama,gsm8k-1249,0
codellama,gsm8k-1250,1
codellama,gsm8k-1251,0
codellama,gsm8k-1252,0
codellama,gsm8k-1253,0
codellama,gsm8k-1254,1
codellama,gsm8k-1255,0
codellama,gsm8k-1256,0
codellama,gsm8k-1257,1
codellama,gsm8k-1258,0
codellama,gsm8k-1259,0
codellama,gsm8k-1260,1
codellama,gsm8k-1261,1
codellama,gsm8k-1262,1
codellama,gsm8k-1263,0
codellama,gsm8k-1264,0
codellama,gsm8k-1265,0
codellama,gsm8k-1266,0
codellama,gsm8k-1267,0
codellama,gsm8k-1268,1
codellama,gsm8k-1269,0
codellama,gsm8k-1270,0
codellama,gsm8k-1271,1
codellama,gsm8k-1272,0
codellama,gsm8k-1273,0
codellama,gsm8k-1274,1
codellama,gsm8k-1275,0
codellama,gsm8k-1276,0
codellama,gsm8k-1277,1
codellama,gsm8k-1278,0
codellama,gsm8k-1279,0
codellama,gsm8k-1280,1
codellama,gsm8k-1281,0
codellama,gsm8k-1282,1
codellama,gsm8k-1283,0
codellama,gsm8k-1284,1
codellama,gsm8k-1285,0
codellama,gsm8k-1286,0
codellama,gsm8k-1287,0
codellama,gsm8k-1288,0
codellama,gsm8k-1289,0
codellama,gsm8k-1290,0
codellama,gsm8k-1291,1
codellama,gsm8k-1292,1
codellama,gsm8k-1293,1
codellama,gsm8k-1294,1
codellama,gsm8k-1295,0
codellama,gsm8k-1296,1
codellama,gsm8k-1297,0
codellama,gsm8k-1298,0
codellama,gsm8k-1299,0
codellama,gsm8k-1300,0
codellama,gsm8k-1301,0
codellama,gsm8k-1302,1
codellama,gsm8k-1303,0
codellama,gsm8k-1304,1
codellama,gsm8k-1305,1
codellama,gsm8k-1306,0
codellama,gsm8k-1307,1
codellama,gsm8k-1308,1
codellama,gsm8k-1309,0
codellama,gsm8k-1310,0
codellama,gsm8k-1311,0
codellama,gsm8k-1312,0
codellama,gsm8k-1313,0
codellama,gsm8k-1314,0
codellama,gsm8k-1315,1
codellama,gsm8k-1316,0
codellama,gsm8k-1317,0
codellama,gsm8k-1318,1
llama-chat,gsm8k-0,1
llama-chat,gsm8k-1,1
llama-chat,gsm8k-2,0
llama-chat,gsm8k-3,1
llama-chat,gsm8k-4,0
llama-chat,gsm8k-5,0
llama-chat,gsm8k-6,1
llama-chat,gsm8k-7,0
llama-chat,gsm8k-8,0
llama-chat,gsm8k-9,0
llama-chat,gsm8k-10,1
llama-chat,gsm8k-11,0
llama-chat,gsm8k-12,0
llama-chat,gsm8k-13,0
llama-chat,gsm8k-14,1
llama-chat,gsm8k-15,0
llama-chat,gsm8k-16,1
llama-chat,gsm8k-17,0
llama-chat,gsm8k-18,1
llama-chat,gsm8k-19,0
llama-chat,gsm8k-20,0
llama-chat,gsm8k-21,0
llama-chat,gsm8k-22,1
llama-chat,gsm8k-23,1
llama-chat,gsm8k-24,0
llama-chat,gsm8k-25,0
llama-chat,gsm8k-26,0
llama-chat,gsm8k-27,0
llama-chat,gsm8k-28,1
llama-chat,gsm8k-29,0
llama-chat,gsm8k-30,0
llama-chat,gsm8k-31,0
llama-chat,gsm8k-32,1
llama-chat,gsm8k-33,1
llama-chat,gsm8k-34,1
llama-chat,gsm8k-35,1
llama-chat,gsm8k-36,1
llama-chat,gsm8k-37,0
llama-chat,gsm8k-38,1
llama-chat,gsm8k-39,0
llama-chat,gsm8k-40,0
llama-chat,gsm8k-41,1
llama-chat,gsm8k-42,1
llama-chat,gsm8k-43,0
llama-chat,gsm8k-44,1
llama-chat,gsm8k-45,0
llama-chat,gsm8k-46,0
llama-chat,gsm8k-47,0
llama-chat,gsm8k-48,1
llama-chat,gsm8k-49,1
llama-chat,gsm8k-50,0
llama-chat,gsm8k-51,1
llama-chat,gsm8k-52,1
llama-chat,gsm8k-53,0
llama-chat,gsm8k-54,1
llama-chat,gsm8k-55,1
llama-chat,gsm8k-56,1
llama-chat,gsm8k-57,1
llama-chat,gsm8k-58,0
llama-chat,gsm8k-59,1
llama-chat,gsm8k-60,1
llama-chat,gsm8k-61,1
llama-chat,gsm8k-62,1
llama-chat,gsm8k-63,0
llama-chat,gsm8k-64,0
llama-chat,gsm8k-65,1
llama-chat,gsm8k-66,1
llama-chat,gsm8k-67,0
llama-chat,gsm8k-68,1
llama-chat,gsm8k-69,1
llama-chat,gsm8k-70,1
llama-chat,gsm8k-71,1
llama-chat,gsm8k-72,1
llama-chat,gsm8k-73,0
llama-chat,gsm8k-74,0
llama-chat,gsm8k-75,0
llama-chat,gsm8k-76,0
llama-chat,gsm8k-77,0
llama-chat,gsm8k-78,1
llama-chat,gsm8k-79,1
llama-chat,gsm8k-80,1
llama-chat,gsm8k-81,1
llama-chat,gsm8k-82,1
llama-chat,gsm8k-83,1
llama-chat,gsm8k-84,1
llama-chat,gsm8k-85,1
llama-chat,gsm8k-86,1
llama-chat,gsm8k-87,1
llama-chat,gsm8k-88,0
llama-chat,gsm8k-89,0
llama-chat,gsm8k-90,1
llama-chat,gsm8k-91,0
llama-chat,gsm8k-92,0
llama-chat,gsm8k-93,0
llama-chat,gsm8k-94,0
llama-chat,gsm8k-95,0
llama-chat,gsm8k-96,1
llama-chat,gsm8k-97,0
llama-chat,gsm8k-98,0
llama-chat,gsm8k-99,0
llama-chat,gsm8k-100,1
llama-chat,gsm8k-101,0
llama-chat,gsm8k-102,0
llama-chat,gsm8k-103,0
llama-chat,gsm8k-104,1
llama-chat,gsm8k-105,1
llama-chat,gsm8k-106,0
llama-chat,gsm8k-107,0
llama-chat,gsm8k-108,1
llama-chat,gsm8k-109,1
llama-chat,gsm8k-110,1
llama-chat,gsm8k-111,0
llama-chat,gsm8k-112,1
llama-chat,gsm8k-113,1
llama-chat,gsm8k-114,0
llama-chat,gsm8k-115,1
llama-chat,gsm8k-116,0
llama-chat,gsm8k-117,1
llama-chat,gsm8k-118,0
llama-chat,gsm8k-119,0
llama-chat,gsm8k-120,1
llama-chat,gsm8k-121,1
llama-chat,gsm8k-122,0
llama-chat,gsm8k-123,1
llama-chat,gsm8k-124,0
llama-chat,gsm8k-125,0
llama-chat,gsm8k-126,0
llama-chat,gsm8k-127,1
llama-chat,gsm8k-128,1
llama-chat,gsm8k-129,1
llama-chat,gsm8k-130,1
llama-chat,gsm8k-131,1
llama-chat,gsm8k-132,0
llama-chat,gsm8k-133,0
llama-chat,gsm8k-134,0
llama-chat,gsm8k-135,1
llama-chat,gsm8k-136,1
llama-chat,gsm8k-137,0
llama-chat,gsm8k-138,1
llama-chat,gsm8k-139,1
llama-chat,gsm8k-140,1
llama-chat,gsm8k-141,1
llama-chat,gsm8k-142,1
llama-chat,gsm8k-143,0
llama-chat,gsm8k-144,0
llama-chat,gsm8k-145,1
llama-chat,gsm8k-146,1
llama-chat,gsm8k-147,0
llama-chat,gsm8k-148,0
llama-chat,gsm8k-149,0
llama-chat,gsm8k-150,0
llama-chat,gsm8k-151,0
llama-chat,gsm8k-152,1
llama-chat,gsm8k-153,0
llama-chat,gsm8k-154,0
llama-chat,gsm8k-155,0
llama-chat,gsm8k-156,1
llama-chat,gsm8k-157,0
llama-chat,gsm8k-158,1
llama-chat,gsm8k-159,0
llama-chat,gsm8k-160,1
llama-chat,gsm8k-161,0
llama-chat,gsm8k-162,0
llama-chat,gsm8k-163,1
llama-chat,gsm8k-164,1
llama-chat,gsm8k-165,0
llama-chat,gsm8k-166,1
llama-chat,gsm8k-167,0
llama-chat,gsm8k-168,0
llama-chat,gsm8k-169,1
llama-chat,gsm8k-170,1
llama-chat,gsm8k-171,1
llama-chat,gsm8k-172,0
llama-chat,gsm8k-173,1
llama-chat,gsm8k-174,1
llama-chat,gsm8k-175,0
llama-chat,gsm8k-176,1
llama-chat,gsm8k-177,0
llama-chat,gsm8k-178,1
llama-chat,gsm8k-179,1
llama-chat,gsm8k-180,1
llama-chat,gsm8k-181,0
llama-chat,gsm8k-182,0
llama-chat,gsm8k-183,0
llama-chat,gsm8k-184,0
llama-chat,gsm8k-185,1
llama-chat,gsm8k-186,0
llama-chat,gsm8k-187,1
llama-chat,gsm8k-188,0
llama-chat,gsm8k-189,0
llama-chat,gsm8k-190,1
llama-chat,gsm8k-191,1
llama-chat,gsm8k-192,0
llama-chat,gsm8k-193,0
llama-chat,gsm8k-194,0
llama-chat,gsm8k-195,0
llama-chat,gsm8k-196,0
llama-chat,gsm8k-197,1
llama-chat,gsm8k-198,1
llama-chat,gsm8k-199,0
llama-chat,gsm8k-200,1
llama-chat,gsm8k-201,1
llama-chat,gsm8k-202,1
llama-chat,gsm8k-203,0
llama-chat,gsm8k-204,1
llama-chat,gsm8k-205,0
llama-chat,gsm8k-206,1
llama-chat,gsm8k-207,0
llama-chat,gsm8k-208,0
llama-chat,gsm8k-209,0
llama-chat,gsm8k-210,0
llama-chat,gsm8k-211,0
llama-chat,gsm8k-212,0
llama-chat,gsm8k-213,0
llama-chat,gsm8k-214,0
llama-chat,gsm8k-215,1
llama-chat,gsm8k-216,0
llama-chat,gsm8k-217,0
llama-chat,gsm8k-218,1
llama-chat,gsm8k-219,0
llama-chat,gsm8k-220,1
llama-chat,gsm8k-221,1
llama-chat,gsm8k-222,1
llama-chat,gsm8k-223,1
llama-chat,gsm8k-224,1
llama-chat,gsm8k-225,1
llama-chat,gsm8k-226,0
llama-chat,gsm8k-227,0
llama-chat,gsm8k-228,1
llama-chat,gsm8k-229,1
llama-chat,gsm8k-230,1
llama-chat,gsm8k-231,1
llama-chat,gsm8k-232,0
llama-chat,gsm8k-233,0
llama-chat,gsm8k-234,1
llama-chat,gsm8k-235,1
llama-chat,gsm8k-236,0
llama-chat,gsm8k-237,1
llama-chat,gsm8k-238,1
llama-chat,gsm8k-239,1
llama-chat,gsm8k-240,1
llama-chat,gsm8k-241,1
llama-chat,gsm8k-242,0
llama-chat,gsm8k-243,0
llama-chat,gsm8k-244,0
llama-chat,gsm8k-245,0
llama-chat,gsm8k-246,1
llama-chat,gsm8k-247,1
llama-chat,gsm8k-248,1
llama-chat,gsm8k-249,1
llama-chat,gsm8k-250,1
llama-chat,gsm8k-251,1
llama-chat,gsm8k-252,0
llama-chat,gsm8k-253,1
llama-chat,gsm8k-254,0
llama-chat,gsm8k-255,0
llama-chat,gsm8k-256,0
llama-chat,gsm8k-257,1
llama-chat,gsm8k-258,0
llama-chat,gsm8k-259,0
llama-chat,gsm8k-260,1
llama-chat,gsm8k-261,1
llama-chat,gsm8k-262,1
llama-chat,gsm8k-263,1
llama-chat,gsm8k-264,1
llama-chat,gsm8k-265,0
llama-chat,gsm8k-266,1
llama-chat,gsm8k-267,0
llama-chat,gsm8k-268,1
llama-chat,gsm8k-269,1
llama-chat,gsm8k-270,1
llama-chat,gsm8k-271,1
llama-chat,gsm8k-272,0
llama-chat,gsm8k-273,0
llama-chat,gsm8k-274,1
llama-chat,gsm8k-275,0
llama-chat,gsm8k-276,0
llama-chat,gsm8k-277,1
llama-chat,gsm8k-278,1
llama-chat,gsm8k-279,0
llama-chat,gsm8k-280,1
llama-chat,gsm8k-281,1
llama-chat,gsm8k-282,0
llama-chat,gsm8k-283,1
llama-chat,gsm8k-284,1
llama-chat,gsm8k-285,1
llama-chat,gsm8k-286,0
llama-chat,gsm8k-287,0
llama-chat,gsm8k-288,0
llama-chat,gsm8k-289,1
llama-chat,gsm8k-290,0
llama-chat,gsm8k-291,0
llama-chat,gsm8k-292,1
llama-chat,gsm8k-293,0
llama-chat,gsm8k-294,1
llama-chat,gsm8k-295,0
llama-chat,gsm8k-296,0
llama-chat,gsm8k-297,1
llama-chat,gsm8k-298,0
llama-chat,gsm8k-299,1
llama-chat,gsm8k-300,0
llama-chat,gsm8k-301,0
llama-chat,gsm8k-302,1
llama-chat,gsm8k-303,0
llama-chat,gsm8k-304,1
llama-chat,gsm8k-305,1
llama-chat,gsm8k-306,0
llama-chat,gsm8k-307,1
llama-chat,gsm8k-308,0
llama-chat,gsm8k-309,0
llama-chat,gsm8k-310,0
llama-chat,gsm8k-311,0
llama-chat,gsm8k-312,1
llama-chat,gsm8k-313,0
llama-chat,gsm8k-314,0
llama-chat,gsm8k-315,0
llama-chat,gsm8k-316,1
llama-chat,gsm8k-317,1
llama-chat,gsm8k-318,0
llama-chat,gsm8k-319,0
llama-chat,gsm8k-320,0
llama-chat,gsm8k-321,0
llama-chat,gsm8k-322,0
llama-chat,gsm8k-323,1
llama-chat,gsm8k-324,0
llama-chat,gsm8k-325,0
llama-chat,gsm8k-326,1
llama-chat,gsm8k-327,1
llama-chat,gsm8k-328,1
llama-chat,gsm8k-329,1
llama-chat,gsm8k-330,0
llama-chat,gsm8k-331,0
llama-chat,gsm8k-332,1
llama-chat,gsm8k-333,1
llama-chat,gsm8k-334,1
llama-chat,gsm8k-335,1
llama-chat,gsm8k-336,1
llama-chat,gsm8k-337,1
llama-chat,gsm8k-338,0
llama-chat,gsm8k-339,0
llama-chat,gsm8k-340,0
llama-chat,gsm8k-341,0
llama-chat,gsm8k-342,0
llama-chat,gsm8k-343,0
llama-chat,gsm8k-344,1
llama-chat,gsm8k-345,1
llama-chat,gsm8k-346,1
llama-chat,gsm8k-347,0
llama-chat,gsm8k-348,1
llama-chat,gsm8k-349,1
llama-chat,gsm8k-350,0
llama-chat,gsm8k-351,1
llama-chat,gsm8k-352,0
llama-chat,gsm8k-353,0
llama-chat,gsm8k-354,1
llama-chat,gsm8k-355,0
llama-chat,gsm8k-356,0
llama-chat,gsm8k-357,0
llama-chat,gsm8k-358,1
llama-chat,gsm8k-359,0
llama-chat,gsm8k-360,0
llama-chat,gsm8k-361,0
llama-chat,gsm8k-362,1
llama-chat,gsm8k-363,1
llama-chat,gsm8k-364,0
llama-chat,gsm8k-365,0
llama-chat,gsm8k-366,1
llama-chat,gsm8k-367,0
llama-chat,gsm8k-368,0
llama-chat,gsm8k-369,0
llama-chat,gsm8k-370,1
llama-chat,gsm8k-371,1
llama-chat,gsm8k-372,1
llama-chat,gsm8k-373,0
llama-chat,gsm8k-374,0
llama-chat,gsm8k-375,1
llama-chat,gsm8k-376,1
llama-chat,gsm8k-377,0
llama-chat,gsm8k-378,1
llama-chat,gsm8k-379,1
llama-chat,gsm8k-380,0
llama-chat,gsm8k-381,1
llama-chat,gsm8k-382,0
llama-chat,gsm8k-383,0
llama-chat,gsm8k-384,0
llama-chat,gsm8k-385,1
llama-chat,gsm8k-386,0
llama-chat,gsm8k-387,1
llama-chat,gsm8k-388,1
llama-chat,gsm8k-389,0
llama-chat,gsm8k-390,1
llama-chat,gsm8k-391,1
llama-chat,gsm8k-392,1
llama-chat,gsm8k-393,1
llama-chat,gsm8k-394,0
llama-chat,gsm8k-395,0
llama-chat,gsm8k-396,1
llama-chat,gsm8k-397,1
llama-chat,gsm8k-398,1
llama-chat,gsm8k-399,0
llama-chat,gsm8k-400,1
llama-chat,gsm8k-401,1
llama-chat,gsm8k-402,0
llama-chat,gsm8k-403,0
llama-chat,gsm8k-404,0
llama-chat,gsm8k-405,0
llama-chat,gsm8k-406,0
llama-chat,gsm8k-407,0
llama-chat,gsm8k-408,1
llama-chat,gsm8k-409,0
llama-chat,gsm8k-410,0
llama-chat,gsm8k-411,0
llama-chat,gsm8k-412,1
llama-chat,gsm8k-413,0
llama-chat,gsm8k-414,1
llama-chat,gsm8k-415,0
llama-chat,gsm8k-416,0
llama-chat,gsm8k-417,0
llama-chat,gsm8k-418,1
llama-chat,gsm8k-419,0
llama-chat,gsm8k-420,1
llama-chat,gsm8k-421,1
llama-chat,gsm8k-422,0
llama-chat,gsm8k-423,0
llama-chat,gsm8k-424,1
llama-chat,gsm8k-425,0
llama-chat,gsm8k-426,1
llama-chat,gsm8k-427,0
llama-chat,gsm8k-428,0
llama-chat,gsm8k-429,1
llama-chat,gsm8k-430,0
llama-chat,gsm8k-431,1
llama-chat,gsm8k-432,0
llama-chat,gsm8k-433,0
llama-chat,gsm8k-434,1
llama-chat,gsm8k-435,1
llama-chat,gsm8k-436,0
llama-chat,gsm8k-437,0
llama-chat,gsm8k-438,1
llama-chat,gsm8k-439,0
llama-chat,gsm8k-440,0
llama-chat,gsm8k-441,1
llama-chat,gsm8k-442,0
llama-chat,gsm8k-443,0
llama-chat,gsm8k-444,0
llama-chat,gsm8k-445,0
llama-chat,gsm8k-446,0
llama-chat,gsm8k-447,1
llama-chat,gsm8k-448,1
llama-chat,gsm8k-449,1
llama-chat,gsm8k-450,0
llama-chat,gsm8k-451,0
llama-chat,gsm8k-452,1
llama-chat,gsm8k-453,0
llama-chat,gsm8k-454,0
llama-chat,gsm8k-455,0
llama-chat,gsm8k-456,1
llama-chat,gsm8k-457,1
llama-chat,gsm8k-458,1
llama-chat,gsm8k-459,1
llama-chat,gsm8k-460,1
llama-chat,gsm8k-461,1
llama-chat,gsm8k-462,1
llama-chat,gsm8k-463,1
llama-chat,gsm8k-464,1
llama-chat,gsm8k-465,0
llama-chat,gsm8k-466,1
llama-chat,gsm8k-467,1
llama-chat,gsm8k-468,1
llama-chat,gsm8k-469,1
llama-chat,gsm8k-470,0
llama-chat,gsm8k-471,0
llama-chat,gsm8k-472,0
llama-chat,gsm8k-473,1
llama-chat,gsm8k-474,0
llama-chat,gsm8k-475,0
llama-chat,gsm8k-476,1
llama-chat,gsm8k-477,1
llama-chat,gsm8k-478,1
llama-chat,gsm8k-479,0
llama-chat,gsm8k-480,1
llama-chat,gsm8k-481,1
llama-chat,gsm8k-482,1
llama-chat,gsm8k-483,0
llama-chat,gsm8k-484,0
llama-chat,gsm8k-485,0
llama-chat,gsm8k-486,1
llama-chat,gsm8k-487,0
llama-chat,gsm8k-488,1
llama-chat,gsm8k-489,0
llama-chat,gsm8k-490,1
llama-chat,gsm8k-491,1
llama-chat,gsm8k-492,1
llama-chat,gsm8k-493,0
llama-chat,gsm8k-494,0
llama-chat,gsm8k-495,1
llama-chat,gsm8k-496,0
llama-chat,gsm8k-497,1
llama-chat,gsm8k-498,1
llama-chat,gsm8k-499,1
llama-chat,gsm8k-500,0
llama-chat,gsm8k-501,1
llama-chat,gsm8k-502,1
llama-chat,gsm8k-503,1
llama-chat,gsm8k-504,1
llama-chat,gsm8k-505,0
llama-chat,gsm8k-506,0
llama-chat,gsm8k-507,1
llama-chat,gsm8k-508,0
llama-chat,gsm8k-509,0
llama-chat,gsm8k-510,1
llama-chat,gsm8k-511,1
llama-chat,gsm8k-512,1
llama-chat,gsm8k-513,1
llama-chat,gsm8k-514,1
llama-chat,gsm8k-515,0
llama-chat,gsm8k-516,1
llama-chat,gsm8k-517,0
llama-chat,gsm8k-518,1
llama-chat,gsm8k-519,0
llama-chat,gsm8k-520,0
llama-chat,gsm8k-521,0
llama-chat,gsm8k-522,1
llama-chat,gsm8k-523,0
llama-chat,gsm8k-524,0
llama-chat,gsm8k-525,0
llama-chat,gsm8k-526,1
llama-chat,gsm8k-527,0
llama-chat,gsm8k-528,0
llama-chat,gsm8k-529,1
llama-chat,gsm8k-530,0
llama-chat,gsm8k-531,0
llama-chat,gsm8k-532,0
llama-chat,gsm8k-533,0
llama-chat,gsm8k-534,1
llama-chat,gsm8k-535,1
llama-chat,gsm8k-536,1
llama-chat,gsm8k-537,1
llama-chat,gsm8k-538,1
llama-chat,gsm8k-539,0
llama-chat,gsm8k-540,0
llama-chat,gsm8k-541,0
llama-chat,gsm8k-542,0
llama-chat,gsm8k-543,1
llama-chat,gsm8k-544,0
llama-chat,gsm8k-545,1
llama-chat,gsm8k-546,0
llama-chat,gsm8k-547,0
llama-chat,gsm8k-548,1
llama-chat,gsm8k-549,0
llama-chat,gsm8k-550,0
llama-chat,gsm8k-551,0
llama-chat,gsm8k-552,1
llama-chat,gsm8k-553,1
llama-chat,gsm8k-554,0
llama-chat,gsm8k-555,1
llama-chat,gsm8k-556,0
llama-chat,gsm8k-557,1
llama-chat,gsm8k-558,1
llama-chat,gsm8k-559,1
llama-chat,gsm8k-560,1
llama-chat,gsm8k-561,1
llama-chat,gsm8k-562,1
llama-chat,gsm8k-563,0
llama-chat,gsm8k-564,0
llama-chat,gsm8k-565,1
llama-chat,gsm8k-566,0
llama-chat,gsm8k-567,0
llama-chat,gsm8k-568,0
llama-chat,gsm8k-569,1
llama-chat,gsm8k-570,0
llama-chat,gsm8k-571,1
llama-chat,gsm8k-572,1
