,prompt,source,prompt_id,prediction
128,"The following are multiple choice questions (with answers) about world religions.

 The Gospel of John is associated with which theological concept?
A. Incarnation
B. Logos of God
C. Jesus as messiah and saviour
D. All of the above
Answer:",mmlu,mmlu-128,Label.NONE
129,"The following are multiple choice questions (with answers) about world religions.

Which god supplanted the earlier Mesopotamian supreme god Enil?
A. Horus
B. Inanna
C. Marduk
D. Isis
Answer:",mmlu,mmlu-129,Label.NONE
130,"The following are multiple choice questions (with answers) about world religions.

Which of the following movements was founded by Mordechai Kaplan?
A. Liberal Judaism
B. Reform Judaism
C. Conservative Judaism
D. Reconstructionist Judaism
Answer:",mmlu,mmlu-130,Label.NONE
131,"The following are multiple choice questions (with answers) about world religions.

When was the State of Israel established?
A. 1947
B. 1948
C. 1945
D. 1949
Answer:",mmlu,mmlu-131,Label.NONE
132,"The following are multiple choice questions (with answers) about world religions.

 Icons are a main feature of which church?
A. Anglican
B. Catholic
C. Orthodox
D. Lutheran
Answer:",mmlu,mmlu-132,Label.NONE
133,"The following are multiple choice questions (with answers) about world religions.

The first of the Four Noble Truths teaches which of the following cannot be escaped?
A. Pride
B. Hatred
C. Suffering
D. Fate
Answer:",mmlu,mmlu-133,Label.NONE
134,"The following are multiple choice questions (with answers) about world religions.

 The Continental Reformation started in what year?
A. 1545
B. 1517
C. 1492
D. 1705
Answer:",mmlu,mmlu-134,Label.NONE
135,"The following are multiple choice questions (with answers) about world religions.

The minimalism of Haiku is said to be derived from which tradition?
A. Zen Buddhism
B. Shinto
C. Pure Land Buddhism
D. Confucianism
Answer:",mmlu,mmlu-135,Label.NONE
136,"The following are multiple choice questions (with answers) about world religions.

Which deity is the Roman counterpart to the Greek god Zeus?
A. Jupiter
B. Juno
C. Dionysius
D. Neptune
Answer:",mmlu,mmlu-136,Label.NONE
137,"The following are multiple choice questions (with answers) about world religions.

The philosopher Laozi is associated with which tradition?
A. Jainism
B. Buddhism
C. Confucianism
D. Daoism
Answer:",mmlu,mmlu-137,Label.NONE
138,"The following are multiple choice questions (with answers) about world religions.

 Which Egyptian gods did Akhenaten make a determined effort to eliminate?
A. Shu and Set
B. Horus and Isis
C. Amun and Mut
D. Khonsu and Nekhbet
Answer:",mmlu,mmlu-138,Label.NONE
139,"The following are multiple choice questions (with answers) about world religions.

The term xin refers to which of the following?
A. Piety
B. Non-action
C. Heart-mind
D. World
Answer:",mmlu,mmlu-139,Label.NONE
140,"The following are multiple choice questions (with answers) about world religions.

 Which term in the dharma texts of the classical period denotes the four stages of life?
A. Kama
B. Samnyasin
C. Ashramas
D. Arthas
Answer:",mmlu,mmlu-140,Label.NONE
141,"The following are multiple choice questions (with answers) about world religions.

What is the term for commentary on the Qur'an, which means ""unveiling""?
A. fiqh
B. dhikr
C. ijtihad
D. tafsir
Answer:",mmlu,mmlu-141,Label.NONE
142,"The following are multiple choice questions (with answers) about world religions.

 With which branch of Islam are the Isma'ilis are associated?
A. The Sunni
B. The Shi'a
C. The Sufi
D. The Ahmadiyya
Answer:",mmlu,mmlu-142,Label.NONE
143,"The following are multiple choice questions (with answers) about world religions.

 The term mappo is associated with which of the following?
A. The dharma
B. An age of decline
C. The golden age
D. Samurai
Answer:",mmlu,mmlu-143,Label.NONE
144,"The following are multiple choice questions (with answers) about world religions.

 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?
A. Amaterasu
B. Izanami
C. Kannon
D. Guanyin
Answer:",mmlu,mmlu-144,Label.NONE
145,"The following are multiple choice questions (with answers) about world religions.

Who was the first significant anchorite hermit?
A. Pachomius
B. Athanasius
C. Anthony
D. Basil
Answer:",mmlu,mmlu-145,Label.NONE
146,"The following are multiple choice questions (with answers) about world religions.

Which are the synoptic Gospels?
A. Peter, John, Mark
B. Matthew, Mark, John
C. Matthew, Mark, Luke
D. John, Luke, Mark
Answer:",mmlu,mmlu-146,Label.NONE
147,"The following are multiple choice questions (with answers) about world religions.

What is the English title for the divination text also known as the Yijing?
A. The Classic of Documents
B. The Lotus Sutra
C. The Flower Garland Sutra
D. The Classic of Changes
Answer:",mmlu,mmlu-147,Label.NONE
148,"The following are multiple choice questions (with answers) about world religions.

 Where was the most famous site of the mystery cults in Greece?
A. Ephesus
B. Corinth
C. Athens
D. Eleusis
Answer:",mmlu,mmlu-148,Label.NONE
149,"The following are multiple choice questions (with answers) about world religions.

When did the Babylonian captivity of ""Exile"" begin?
A. 515 BCE
B. 535 BCE
C. 586 BCE
D. 70 CE
Answer:",mmlu,mmlu-149,Label.NONE
150,"The following are multiple choice questions (with answers) about world religions.

 The term vajrya means diamond and which of the following?
A. Emerald
B. Brilliance
C. Thunderbolt
D. Lightning
Answer:",mmlu,mmlu-150,Label.NONE
151,"The following are multiple choice questions (with answers) about world religions.

 In Jainism, what is the cycle that one must liberate oneself from?
A. Punya
B. Samsara
C. Samayika
D. Jiva
Answer:",mmlu,mmlu-151,Label.NONE
152,"The following are multiple choice questions (with answers) about world religions.

 The classic text Daodejing is known by what title in English?
A. Classic of Changes
B. Classic of the Way and Power
C. Classic of Women
D. Classic of Philosophy
Answer:",mmlu,mmlu-152,Label.NONE
153,"The following are multiple choice questions (with answers) about world religions.

 The Communidades de Base is associated with which of the following?
A. Bishop Oscar Romero
B. Resistance and renewal
C. Dignity of all human beings
D. All of the above
Answer:",mmlu,mmlu-153,Label.NONE
154,"The following are multiple choice questions (with answers) about world religions.

What does the term matsuri mean?
A. Amulets
B. Meditation
C. Rituals
D. Grand festivals
Answer:",mmlu,mmlu-154,Label.NONE
155,"The following are multiple choice questions (with answers) about world religions.

 Which Roman statesman encouraged civic religion in his work The Laws?
A. Varro
B. Plato
C. Cicero
D. Augustus
Answer:",mmlu,mmlu-155,Label.NONE
156,"The following are multiple choice questions (with answers) about world religions.

 What does ""Svetambara"" mean?
A. ""Sky-clad""
B. ""Naked""
C. ""White-clad""
D. ""Clothed""
Answer:",mmlu,mmlu-156,Label.NONE
157,"The following are multiple choice questions (with answers) about world religions.

What is seen by Europeans, and many Muslims, as the symbol of Islam?
A. The Hijab
B. The Crescent
C. The Minaret
D. The Qur'an
Answer:",mmlu,mmlu-157,Label.NONE
158,"The following are multiple choice questions (with answers) about world religions.

 What is the purpose for hearing the Guru's Vak in the morning?
A. Prayers on behalf of people outside of the Sikh community
B. Communal confession to cleanse the community
C. Inspiration for personal meditation throughout the day
D. Doctrinal instruction for discussion in the community
Answer:",mmlu,mmlu-158,Label.NONE
159,"The following are multiple choice questions (with answers) about world religions.

 What are the rabbinical commentaries produced after the Mishnah called?
A. Septuagint
B. Talmud
C. Yeshiva
D. Gemarah
Answer:",mmlu,mmlu-159,Label.NONE
160,"The following are multiple choice questions (with answers) about world religions.

What is a mohel?
A. A ritual circumciser
B. A type of oil lame
C. A teacher
D. A covenant
Answer:",mmlu,mmlu-160,Label.NONE
161,"The following are multiple choice questions (with answers) about world religions.

The ""Flower Sermon"" is associated with which form of Buddhism?
A. Theravada
B. Chan-Zen
C. Pure Land
D. Yogicara
Answer:",mmlu,mmlu-161,Label.NONE
162,"The following are multiple choice questions (with answers) about world religions.

 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?
A. Early Third Century BCE
B. Second and First Century BCE
C. Late Sixth Century BCE
D. Fourth and Third Century BCE
Answer:",mmlu,mmlu-162,Label.NONE
163,"The following are multiple choice questions (with answers) about world religions.

 What is the foremost reason for wearing the hijab in the present day?
A. Islamic identity
B. Islamic modesty
C. Islamic obedience
D. Islamic seclusion
Answer:",mmlu,mmlu-163,Label.NONE
164,"The following are multiple choice questions (with answers) about world religions.

The Oral Torah, in its written form, is known as what?
A. Mishnah
B. Midrash
C. Tanakh
D. Pentateuch
Answer:",mmlu,mmlu-164,Label.NONE
165,"The following are multiple choice questions (with answers) about world religions.

What has been a central focus of religious traditions in China and Korea?
A. Peace and harmony
B. Power and influence
C. Truth and love
D. Wisdom and ethics
Answer:",mmlu,mmlu-165,Label.NONE
166,"The following are multiple choice questions (with answers) about world religions.

 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?
A. The Buddha
B. Laozi
C. The Queen Mother of the West
D. Confucius
Answer:",mmlu,mmlu-166,Label.NONE
167,"The following are multiple choice questions (with answers) about world religions.

 The theological term homoousios means which of the following?
A. of a similar substance
B. of the same substance
C. of like substance
D. of human substance
Answer:",mmlu,mmlu-167,Label.NONE
168,"The following are multiple choice questions (with answers) about world religions.

According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?
A. Es
B. Izanagi
C. Izanami
D. Kami
Answer:",mmlu,mmlu-168,Label.NONE
169,"The following are multiple choice questions (with answers) about world religions.

 The numen of Augustus referred to which of the following characteristics?
A. Divine power
B. Sexual virility
C. Military acumen
D. Philosophical intellect
Answer:",mmlu,mmlu-169,Label.NONE
