,prompt,source,prompt_id,prediction
69,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. All of psychology has gotten stuck in moral prejudices and fears. No one has come close to understanding it as the development of the will to power. However, if a person even begins to regard the effects of hatred, envy, covetousness, and the lust to rule as conditions of life and furthermore, as factors essential to the general economy of life, he will begin to get seasick. At this point, he begins to lose himself, and sail over morality. Thus, psychology becomes again the path to fundamental problems. (Friedrich Nietzsche, Beyond Good and Evil)
A. All of psychology has gotten stuck in moral prejudices and fears.
B. No one has come close to understanding it as the development of the will to power.
C. If a person even begins to regard the effects of hatred, envy, covetousness, and the lust to rule as conditions of life and furthermore, as factors essential to the general economy of life, he will begin to get seasick.
D. Psychology becomes again the path to fundamental problems.
Answer:",mmlu,mmlu-69,Label.NONE
70,"The following are multiple choice questions (with answers) about formal logic.

 Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
~N ≡ (O · P)
~O ⊃ Q
N · ~Q
A. Inconsistent
B. Consistent. Consistent valuation when N, O, and P are true and Q is false
C. Consistent. Consistent valuation when N and O are true and P and Q are false
D. Consistent. Consistent valuation when N and P are true and O and Q are false
Answer:",mmlu,mmlu-70,Label.NONE
71,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
A person is considered to have lived with you for all of the present year if the person was born or died in the present year and your home was this person's home for the entire time this person was alive.
A. [(B ∨ D) • H] ⊃ L
B. [L ⊃ (B ∨ D)] • H
C. L ⊃ [(B ∨ D) • H]
D. (B ∨ D • H) ⊃ L
Answer:",mmlu,mmlu-71,Label.NONE
72,"The following are multiple choice questions (with answers) about formal logic.

Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(O ≡ P) ∨ P / P ∨ ~O
A. Valid
B. Invalid. Counterexample when O and P are true
C. Invalid. Counterexample when O is true and P is false
D. Invalid. Counterexample when P is true and O is false
Answer:",mmlu,mmlu-72,Label.NONE
73,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Leroy is bad only if DJ Khaled shouts his name.
A. Sk ≡ Bl
B. Bl ≡ Sk
C. Bx ⊃ Sy
D. Bl ⊃ Sk
Answer:",mmlu,mmlu-73,Label.NONE
74,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
If either George enrolls or Harry enrolls, then Ira does not enroll.
A. (G ⊃ H) ∨ I
B. (G ∨ H) ⊃ I
C. (G ⊃ H) ∨ ~I
D. (G ∨ H) ⊃ ~I
Answer:",mmlu,mmlu-74,Label.NONE
75,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: Ms. Jackson lent me some sugar, but neither Janet nor Latoya did.
A. Lm ∨ ~(Jl ∨ Ll)
B. Lm • ~(Lj • Ll)
C. Lm • ~(Lj ∨ Ll)
D. Lm ∨ ~(Lj • Ll)
Answer:",mmlu,mmlu-75,Label.NONE
76,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. Some animals are neglected by cruel people. (Ax: x is an animal; Cx: x is cruel; Px: x is a person; Nxy: x neglects y)
A. (∃x)[(Ax • Cx) • (∃y)(Py • Nyx)]
B. (∃x)[(Cx • Px) • (∃y)(Ay • Nxy)]
C. (∃x)[(Ax • Px) • (∃y)(Cy • Nxy)]
D. (∃x)(∃y){[(Ax • Cy) • Py] • Nxy)]}
Answer:",mmlu,mmlu-76,Label.NONE
77,"The following are multiple choice questions (with answers) about formal logic.

 Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
(E ⊃ F) ⊃ G
(~E ∨ F) ≡ (H ∨ I)
I ⊃ (J ⊃ ~H)
~G ⊃ ~J
A. Inconsistent
B. Consistent. Consistent valuation when E is true and F, G, H, I, and J are false
C. Consistent. Consistent valuation when E and H are true and F, G, I, and J are false
D. Consistent. Consistent valuation when E and I are true and F, G, H, and J are false
Answer:",mmlu,mmlu-77,Label.NONE
78,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: Some students work hard.
A. (∃x)(Wx ∨ Sx)
B. (∃x)(Sx ∨ Wx)
C. (∃x)(Sx • Wx)
D. (∃x)(Sx ⊃ Wx)
Answer:",mmlu,mmlu-78,Label.NONE
79,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is not a necessary condition for France's subsidizing agriculture, or China promotes human rights if South Africa supplies diamonds.
A. (~F ⊃ E) ∨ (C ≡ ~S)
B. (~E ⊃ F) ∨ (C ⊃ S)
C. (~F ⊃ E) ∨ (C ≡ S)
D. ~(F ⊃ E) ∨ (S ⊃ C)
Answer:",mmlu,mmlu-79,Label.NONE
80,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~A · ~B
(A ∨ C) ∨ B / C
A. Valid
B. Invalid. Counterexample when A and B are true and C is false
C. Invalid. Counterexample when A is true and B and C are false
D. Invalid. Counterexample when B is true and A and C are false
Answer:",mmlu,mmlu-80,Label.NONE
81,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. All birds live in some nest. (Bx: x is a bird; Nx: x is a nest; Lxy: x lives in y)
A. (∀x)(∀y)[(Bx • Ny) ⊃ Lxy]
B. (∀x)[Bx ⊃ (∃y)(Ny • Lxy)]
C. (∀x)[(∃y)(Ny • Bx) ⊃ Lxy]
D. (∀x)(∃y)[(Bx • Ny) ⊃ Lxy]
Answer:",mmlu,mmlu-81,Label.NONE
82,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. Utilitarian theory is embarrassed by the possibility of utility monsters. A utility monster gets enormous gains in utility, greater than the utility lost by the sacrifices of others. The sacrifices of even large numbers of other people are outweighed by the gains of the utility monster. The theory seems to require that we all be sacrificed in the monste's maw in order to increase total utility. (Robert Nozick, Anarchy, State, and Utopia)
A. Utilitarian theory is embarrassed by the possibility of utility monsters.
B. A utility monster gets enormous gains in utility.
C. A utility monster gets gains in utility greater than the utility lost by the sacrifices of others.
D. The sacrifices of even large numbers of other people are outweighed by the gains of the utility monster.
Answer:",mmlu,mmlu-82,Label.NONE
83,"The following are multiple choice questions (with answers) about formal logic.

 Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(A ∨ ~E) ≡ (D • ~B)
A. Either Marina reading a Percy Jackson book or Ashleigh not stopping by is a necessary condition for both Russell making dinner and Izzy not playing Minecraft.
B. Either Marina reading a Percy Jackson book or Ashleigh not stopping by is a necessary and sufficient condition for Russell making dinner and Izzy playing Minecraft.
C. Marina reads a Percy Jackson book unless Ashleigh stops by if, and only if, both Russell makes dinner and Izzy doesn't play Minecraft.
D. Either Marina reads a Percy Jackson book or Ashleigh does not stop by just in case both Russell makes dinner and Izzy doesn't play Minecraft.
Answer:",mmlu,mmlu-83,Label.NONE
84,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Brittany likes fish and lizards, but not cats.
A. F • L • ~C
B. (F • L) • ~C
C. (F • L) ∨ ~C
D. C • (F • L)
Answer:",mmlu,mmlu-84,Label.NONE
85,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
If either Harry enrolls or George does not enroll, then Jim enrolls.
A. H ∨ (~G ⊃ J)
B. ~(H ∨ G) ⊃ J
C. (H ∨ ~G) ⊃ J
D. (H ⊃ ~G) ∨ J
Answer:",mmlu,mmlu-85,Label.NONE
86,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~X ⊃ Y
Y ⊃ Z
~Z / ~X
A. Valid
B. Invalid. Counterexample when X, Y, and Z are true
C. Invalid. Counterexample when Y and Z are true and Z is false
D. Invalid. Counterexample when X is true and Y and Z are false
Answer:",mmlu,mmlu-86,Label.NONE
87,"The following are multiple choice questions (with answers) about formal logic.

 S Select the best translation into predicate logic. Some kind people help some endangered species. (Ex: x is endangered; Kx: x is kind; Px: x is a person; Sx: x is a species; Hxy: x helps y)
A. (∃x){(Kx • Px) • (∃y)[(Ey • Sy) • Hxy]}
B. (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hxy}
C. (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hyx}
D. (∃x)(∃y){[(Kx • Px) • (Ey • Sy)] ⊃ Hxy}
Answer:",mmlu,mmlu-87,Label.NONE
88,"The following are multiple choice questions (with answers) about formal logic.

 Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x)[Ax ⊃ (∃y)(Hy • Bxy)]
A. Every apartment is bigger than some house.
B. Every house is bigger than all apartments.
C. Every house is bigger than some apartment.
D. Some house is bigger than every apartment.
Answer:",mmlu,mmlu-88,Label.NONE
89,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
Q ≡ R
~(S ∨ Q) / R
A. Valid
B. Invalid. Counterexample when Q and S are true and R is false
C. Invalid. Counterexample when Q is true and S and R are false
D. Invalid. Counterexample when Q, S, and R are false
Answer:",mmlu,mmlu-89,Label.NONE
90,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: The university raises tuition only if both the governor approves of it and the board of trustees recommends it.
A. The university raises tuition.
B. The governor approves of it.
C. The board of trustees recommends it.
D. The governor approves of it and the board of trustees recommends it.
Answer:",mmlu,mmlu-90,Label.NONE
91,"The following are multiple choice questions (with answers) about formal logic.

Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
(A ∨ B) ⊃ (C ∨ D)
A ∨ B
~C
A. ~A ∨ ~B
B. ~~C
C. C ∨ D
D. (A ∨ B) ⊃ D
Answer:",mmlu,mmlu-91,Label.NONE
92,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: When the university raises tuition, then either the governor approves of it or the board of trustees doesn't prevent it.
A. The university raises tuition.
B. The governor approves of it.
C. The board of trustees prevents it.
D. The board of trustees doesn't prevent it.
Answer:",mmlu,mmlu-92,Label.NONE
93,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. Marco doesn't move from Spain to Italy. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z)
A. ~Mmsi
B. M~mis
C. ~Mmis
D. M~msi
Answer:",mmlu,mmlu-93,Label.NONE
94,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~S ∨ T
~S · U
~T ∨ U / T · U
A. Valid
B. Invalid. Counterexample when S, T, and U are true
C. Invalid. Counterexample when S and U are true and T is false
D. Invalid. Counterexample when U is true and S and T are false
Answer:",mmlu,mmlu-94,Label.NONE
95,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Doctors are helpful unless their patients are rude.
A. H ≡ R
B. H • R
C. H ∨ ~R
D. H ∨ R
Answer:",mmlu,mmlu-95,Label.NONE
96,"The following are multiple choice questions (with answers) about formal logic.

 Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
L ⊃ [(M ∨ ~N) ⊃ O]
(N ⊃ O) ⊃ (~P ⊃ Q)
R ⊃ ~Q / L ⊃ (R ⊃ P)
A. Valid
B. Invalid. Counterexample when L, M, O, Q, and R are true and N and P are false
C. Invalid. Counterexample when L, N, O, Q, and R are true and M and P are false
D. Invalid. Counterexample when L, N, and R are true and M, O, P, and Q are false
Answer:",mmlu,mmlu-96,Label.NONE
97,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. The sense of a term is supposed to determine its reference. But reference can vary without any difference in thought. So, the senses of terms must be able to vary without variation in thought. So, our thoughts do not determine the meanings of our terms; meanings are not in the head. (Hilary Putnam)
A. The sense of a term is supposed to determine its reference.
B. But reference can vary without any difference in thought.
C. Reference can vary without any difference in thought.
D. Our thoughts do not determine the meanings of our terms; meanings are not in the head.
Answer:",mmlu,mmlu-97,Label.NONE
98,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
(G ∨ ~H) ⊃ G and ~G ≡ (~H · G)
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:",mmlu,mmlu-98,Label.NONE
99,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China's promoting human rights is not a sufficient condition for South Africa's supplying diamonds.
A. (E ≡ F) ∨ ~(C ≡ S)
B. (E ≡ F) ∨ (~C ⊃ S)
C. (E ⊃ F) ∨ ~(C ⊃ S)
D. (F ⊃ E) ∨ ~(C ⊃ S)
Answer:",mmlu,mmlu-99,Label.NONE
100,"The following are multiple choice questions (with answers) about formal logic.

 Select the best English interpretation of the given arguments in predicate logic.
Wn ∨ Wm
(∀x)[Lx ⊃ (Dx ⊃ ~Wx)]
Ln • Dn	/ ~(∀x)~Wx
A. Either Nancy or Marvin are at work. All lawyers are not at work if they are out to dinner. Nancy is a lawyer and out to dinner. So not everything is not at work.
B. Either Nancy or Marvin are at work. All lawyers are out to dinner if they are not at work. Nancy is a lawyer and out to dinner. So not everything is not at work.
C. Either Nancy or Marvin are at work. All lawyers are out to dinner if they are not at work. Nancy is a lawyer and out to dinner. So not everything is at work.
D. Either Nancy or Marvin are at work. All lawyers are not at work if they are out to dinner. Nancy is a lawyer and out to dinner. So not everything is at work.
Answer:",mmlu,mmlu-100,Label.NONE
101,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. Remember to remove any conclusion indicators. It is wrong for society to kill a murderer. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer. And a murderer is wrong in killing his victim.
A. It is wrong for society to kill a murderer.
B. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.
C. If a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.
D. And a murderer is wrong in killing his victim.
Answer:",mmlu,mmlu-101,Label.NONE
102,"The following are multiple choice questions (with answers) about formal logic.

 Which of the following propositions is not an immediate (one-step) consequence in PL of the given premises?
I ⊃ (J ≡ K)
(J ≡ K) ⊃ (L ∨ M)
I ⊃ ~L
A. ~L
B. J ≡ K
C. I ⊃ (L ∨ M)
D. ~L ⊃ (J ≡ K)
Answer:",mmlu,mmlu-102,Label.NONE
103,"The following are multiple choice questions (with answers) about formal logic.

Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
I ≡ ~J
I ∨ J / I
A. Valid
B. Invalid. Counterexample when I and J are true
C. Invalid. Counterexample when I is true and J is false
D. Invalid. Counterexample when J is true and I is false
Answer:",mmlu,mmlu-103,Label.NONE
104,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: Some folks are lucky.
A. (∃x)(Fx • Lx)
B. Fl
C. Lf
D. (∀x)(Fx • Lx)
Answer:",mmlu,mmlu-104,Label.NONE
105,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y)
A. Gab
B. ~Gba
C. aGb
D. Gba
Answer:",mmlu,mmlu-105,Label.NONE
106,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: Not all lobsters are red.
A. ~(∀x)(Lx ⊃ Rx)
B. ~(∃x)(Lx ⊃ Rx)
C. ~(∃x)(Lx • Rx)
D. ~(∀x)(Lx • Rx)
Answer:",mmlu,mmlu-106,Label.NONE
107,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
H ≡ (I · ~J)
K ≡ ~H
~(K ⊃ J) / I ≡ J
A. Valid
B. Invalid. Counterexample when I, H, and K are true and J is false
C. Invalid. Counterexample when I and H are true and J and K are false
D. Invalid. Counterexample when K is true and I, H, and J are false
Answer:",mmlu,mmlu-107,Label.NONE
108,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
~(J ∨ K) · L and (L ⊃ J) · K
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:",mmlu,mmlu-108,Label.NONE
109,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: All first-year students take a swim test.
A. (∀x)(Sx ⊃ Fx)
B. (∀x)(Fx ⊃ Sx)
C. (∀x)(Fx ∨ Sx)
D. (∀x)(Fx ≡ Sx)
Answer:",mmlu,mmlu-109,Label.NONE
110,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Johnny came late.
A. jL
B. Lj
C. Cj ∨ Lj
D. Lx
Answer:",mmlu,mmlu-110,Label.NONE
111,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: No senior graduates without a major.
A. (∀x)(Sx ⊃ ~Gx)
B. ~(∀x)(Sx ⊃ Gx)
C. (∀x)( ~Sx ⊃ ~Gx)
D. (∀x) ~(Sx ⊃ ~Gx)
Answer:",mmlu,mmlu-111,Label.NONE
112,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. From a historical point of view, genetics is a young science. The principles that govern inheritance traits were described less than 150 years ago. Furthermore, around the turn of the twentieth century, the laws of inheritance were rediscovered. But even then, the importance of DNA was not really understood until the 1950s.
A. But even then, the importance of DNA was not really understood until the 1950s.
B. The importance of DNA was not really understood until the 1950s.
C. From a historical point of view, genetics is a young science.
D. The principles that govern inheritance traits were described less than 150 years ago.
Answer:",mmlu,mmlu-112,Label.NONE
113,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China promotes human rights given that South Africa doesn't supply diamonds.
A. (E ⊃ F) ∨ (C ≡ ~S)
B. (F ⊃ E) ∨ (~S ≡ C)
C. (E ⊃ F) ∨ (S ⊃~C)
D. (F ⊃ E) ∨ (~S ⊃ C)
Answer:",mmlu,mmlu-113,Label.NONE
114,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture or China's promoting human rights is a necessary condition for South Africa's supplying diamonds.
A. (E ⊃ F) ∨ (S ⊃ C)
B. (F ⊃ E) ∨ (C ⊃ S)
C. (E ⊃ F) ∨ (C ⊃ S)
D. (F ⊃ E) ∨ (S ⊃ C)
Answer:",mmlu,mmlu-114,Label.NONE
115,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Dylan likes neither math nor science.
A. M ∨ S
B. ~(M • S)
C. ~(M ∨ S)
D. ~M ∨ ~S
Answer:",mmlu,mmlu-115,Label.NONE
116,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: All robots are artifacts.
A. (∀x)(Ax ∨ Rx)
B. (∀x)(Ax • Rx)
C. (∀x)(Rx ⊃ Ax)
D. (∀x)(Rx • Ax)
Answer:",mmlu,mmlu-116,Label.NONE
117,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Since the university raised tuition, the president approved of it and the board didn't prevent it.
A. (P • ~B) ⊃ U
B. (U ⊃ P) • B
C. U ⊃ (P • ~B)
D. U ⊃ (P ∨ ~B)
Answer:",mmlu,mmlu-117,Label.NONE
118,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. We shouldn't abolish capital punishment. If we do, prisons will become more crowded. If prisons become more crowded, then we will have to build more prisons. And we don't want to build more prisons.
A. We shouldn't abolish capital punishment.
B. If we do, prisons will become more crowded.
C. If prisons become more crowded, then we will have to build more prisons.
D. We will have to build more prisons.
Answer:",mmlu,mmlu-118,Label.NONE
119,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's not importing beef is a necessary condition for France's subsidizing agriculture, or China promotes human rights if and only if South Africa doesn't supply diamonds.
A. (F ⊃ ~E) ∨ (C ≡ ~S)
B. (~E ⊃ F) ∨ (C ⊃ ~S)
C. ~(F ⊃ E) ∨ (~S ⊃ C)
D. (F ⊃ E) ∨ (C ≡ ~S)
Answer:",mmlu,mmlu-119,Label.NONE
120,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(K · L) ⊃ M
N ⊃ ~M
N ∨ K / L ⊃ K
A. Valid
B. Invalid. Counterexample when L, M, and N are true and K is false
C. Invalid. Counterexample when L and M are true and K and N are false
D. Invalid. Counterexample when L and N are true and K and M are false
Answer:",mmlu,mmlu-120,Label.NONE
121,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(G ≡ H) · ~I
~G ∨ (~H ∨ I) / G
A. Valid
B. Invalid. Counterexample when H and I are true and G is false
C. Invalid. Counterexample when H is true and I and G are false
D. Invalid. Counterexample when H, I, and G are false
Answer:",mmlu,mmlu-121,Label.NONE
122,"The following are multiple choice questions (with answers) about formal logic.

Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~(M ≡ ~N)
M / N
A. Valid
B. Invalid. Counterexample when M and N are true
C. Invalid. Counterexample when M is true and N is false
D. Invalid. Counterexample when N is true and M is false
Answer:",mmlu,mmlu-122,Label.NONE
123,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. Some CEO is wealthier than everyone. (Cx: x is a CEO; Px: x is a person; Wxy: x is wealthier than y)
A. (∃x)[Cx • (∀y)(Py • Wxy)]
B. (∃x)[Cx ⊃ (∀y)(Py ⊃ Wxy)]
C. (∃x)[Cx • (∀y)(Py ⊃ Wxy)]
D. (∀x)[Px ⊃ (∃y)(Cy ⊃ Wxy)]
Answer:",mmlu,mmlu-123,Label.NONE
124,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. All children go to some school. (Cx: x is a child; Sx: x is a school; Gxy: x goes to y)
A. (∀x)(∃y)[(Cx • Sy) • Gxy)
B. (∀x)[Sx ⊃ (∃y)(Cy • Gxy)]
C. (∀x)[Cx ⊃ (∃y)(Sy • Gxy)]
D. (∀x)[Sx • (∃y)(Cy • Gxy)]
Answer:",mmlu,mmlu-124,Label.NONE
